Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
S33N,2897,3.61,166,0.14,0.45,3.80,0,0.21,0.07,0.24,0,7.94,1.73,1.76,1.00,0.14,1.38,1.10,5.32,0.21,0.14,0,4.42,0.28,13.81,0.03,0.03,0.28,0,0.45,0.28,4.25,0,4.28,0.62,0.66,1.04,0.10,3.59,0.69,0.21,0.38,5.04,0.03,0,0.52,0,2.73,0.21,0.07,0.14,0.03,1.04,0.31,0.52,1.55,0,3.42,0.17,2.93,12.81,0.21,0,0.24,0,0.03,0.14,2.80,
S346,9991,3.55,159,0.03,0.45,3.21,0,0.23,0.11,0.56,0,6.71,1.25,1.69,0.25,0.12,1.56,0.63,5.99,0.16,0.22,0.10,4.52,0.07,14.05,0.10,0.20,0.33,0.06,0.19,0.34,5.66,0,3.11,0.15,0.89,0.92,0.01,2.42,1.05,0.52,0.58,6.30,0.02,0.05,0.40,0.01,3.04,0.24,0.05,0.21,0.05,0.90,0.17,0.58,1.21,0.12,3.48,0.12,2.81,11.25,0.25,0.02,0.06,0.05,0.02,0.07,1.72,
S355,13937,3.62,166,0.29,0.87,3.67,0.02,0.20,0.09,0.49,0.05,5.70,1.21,1.49,0.77,0.11,1.14,0.64,3.93,0.20,0.22,0.01,3.80,0.09,18.80,0.47,0.06,0.29,0.01,0.35,0.25,5.39,0.01,4.77,0.27,0.78,0.74,0.04,2.52,0.85,0.34,0.58,7.39,0.06,0.08,0.22,0.02,3.09,0.29,0.07,0.13,0.04,0.77,0.11,0.42,1.36,0.04,1.87,0.07,3.53,9.70,0.22,0,0.08,0.05,0.01,0.06,2.24,
S35K,18690,3.87,161,0.33,1.20,2.69,0.03,0.27,0.02,0.37,0.04,4.93,1.41,1.51,0.27,0.08,1.34,0.39,3.15,0.20,0.20,0.05,5.68,0.06,19.02,0.87,0.12,0.62,0.06,0.31,0.28,6.23,0.01,2.79,0.26,0.97,0.67,0.06,3.06,0.74,0.34,0.67,5.41,0.07,0.04,0.33,0.02,3.37,0.28,0.09,0.13,0.04,0.95,0.23,0.19,1.28,0.10,2.72,0.12,2.37,9.88,0.22,0.03,0.07,0.14,0.01,0.22,1.11,
S35U,16381,3.55,176,0.38,0.96,4.19,0.01,0.10,0.12,0.25,0.01,6.72,0.80,1.32,0.62,0.09,1.65,0.34,5.37,0.24,0.23,0.03,4.08,0.15,17.34,0.20,0.09,0.49,0.02,0.35,0.41,4.99,0.02,4.30,0.21,0.67,1.32,0.03,3.07,1.09,0.48,0.56,5.22,0.09,0.05,0.32,0.01,2.77,0.38,0.15,0.13,0.01,1.08,0.09,0.48,1.01,0.06,4.14,0.07,3.31,11.21,0.23,0.01,0.18,0.09,0.01,0.07,2.21,
S36Z,3435,3.57,179,0.06,0.38,2.59,0,0.15,0.03,0.58,0.12,6.81,0.99,1.25,0.47,0.26,1.75,0.06,6.55,0.20,0.09,0.06,4.22,0.20,15.05,0.41,0.09,0.70,0,0.29,0.26,4.83,0,2.88,0.23,1.40,0.76,0,2.42,1.02,0.47,0.41,4.48,0,0,0.58,0.06,3.32,0.44,0.47,0.12,0.06,0.76,0.12,0.55,1.34,0.15,4.28,0.15,3.55,10.10,0.15,0,0.23,0.06,0.06,0.06,2.42,
S376,7659,3.63,150,0.08,0.35,3.45,0,0.04,0.24,0.56,0.01,6.25,0.95,1.21,0.07,0.17,1.34,0.31,7.42,0.30,0.12,0.07,4.06,0.08,15.69,0.18,0.25,0.48,0,0.37,0.27,6.15,0,3.34,0.21,0.71,0.64,0.01,2.05,0.86,0.34,0.68,4.66,0.01,0,0.35,0.01,2.65,0.34,0.24,0.27,0.01,0.85,0.16,0.56,1.44,0.09,3.62,0.09,5.05,9.60,0.25,0,0.18,0.01,0,0.13,2.31,
S37E,4892,3.77,154,0.18,0.65,3.64,0.02,0.22,0.10,0.25,0.04,6.13,0.74,0.78,0.49,0.22,1.33,0.51,4.09,0.45,0.10,0.04,3.92,0.08,15.76,0.67,0.08,0.72,0,0.43,0.22,6.17,0,3.27,0.31,0.78,0.78,0.06,1.86,0.63,0.31,0.65,5.05,0.04,0.04,0.22,0,3.09,0.12,0.10,0.22,0.04,0.67,0.18,0.45,1.61,0.12,3.78,0.14,3.62,11.04,0.20,0.02,0.16,0.18,0.02,0.06,2.51,
S37F,2810,4.04,160,0.68,0.50,3.10,0.04,0.75,0.11,0.18,0.11,3.63,1.42,0.82,0.07,0.32,2.10,0.53,3.24,0.11,0.07,0,4.59,0.04,15.23,0.57,0.21,1.39,0,1.14,0.18,5.48,0,3.31,0.14,0.25,0.93,0,3.99,1.89,0.39,0.53,6.58,0.07,0.36,0.82,0,0.96,0.14,0.18,0.04,0.11,1.28,0.60,0.25,1.71,0.39,4.63,0.39,7.86,5.41,0.25,0,0,0.07,0,0.04,2.38,
S37K,13786,3.83,169,0.30,0.33,4.05,0.01,0.13,0.07,0.29,0.02,5.96,0.88,1.49,0.46,0.16,1.82,0.57,4.85,0.20,0.32,0.06,5.53,0.18,17.50,0.54,0.11,0.54,0,0.36,0.23,6.13,0.05,3.26,0.33,0.70,1.56,0.04,2.01,0.79,0.22,0.45,5.81,0.13,0.01,0.32,0.02,2.29,0.34,0.15,0.18,0.04,0.65,0.15,0.31,1.09,0.08,2.37,0.13,3.20,9.94,0.18,0.07,0.13,0.23,0.03,0.12,2.07,
S37Y,2784,3.68,145,0.18,0.72,3.59,0,0.14,0.14,0.61,0.04,7.18,1.51,2.55,1.36,0.18,1.22,0.43,5.46,0.40,0.18,0.04,4.27,0.22,15.88,0.04,0.29,0.40,0,0.11,0.14,4.89,0,3.74,0.18,0.75,1.01,0.04,2.62,1.11,0.43,0.50,5.10,0,0,0.18,0,3.02,0.50,0.07,0.29,0,0.93,0.14,0.54,1.22,0,2.59,0.11,1.15,12.10,0.32,0,0.22,0.04,0,0.07,2.77,
S382,15903,3.75,188,0.25,0.70,3.94,0.01,0.19,0.18,0.36,0.05,6.90,0.77,1.37,0.23,0.21,2.18,0.38,6.17,0.13,0.31,0.04,4.13,0.25,16.52,0.30,0.06,0.37,0.01,0.14,0.28,5.23,0,3.58,0.25,0.79,1.47,0.08,2.38,0.93,0.57,0.31,5.55,0.05,0.02,0.31,0.02,2.57,0.29,0.11,0.14,0.02,0.84,0.13,0.44,1.14,0.03,2.79,0.09,3.29,10.90,0.21,0.01,0.16,0.03,0.01,0.09,2.82,
S38F,13198,3.75,154,0.17,0.27,3.55,0.02,0.28,0.20,0.57,0.05,6.53,0.98,0.92,0.11,0.20,2.36,0.38,5.98,0.18,0.21,0.05,4.57,0.22,14.71,0.37,0.07,0.47,0.01,0.39,0.28,4.74,0.01,3.52,0.22,0.74,1.26,0.05,2.58,1.28,0.37,0.34,5.70,0.02,0.03,0.51,0,2.45,0.09,0.15,0.22,0.06,1.02,0.17,0.45,1.34,0.05,3.81,0.06,4.24,9.80,0.19,0.03,0.13,0.11,0.02,0.14,3.08,
S38P,12263,3.54,154,0.10,1.07,3.09,0,0.05,0.06,0.68,0.06,5.99,1.19,1.96,0.65,0.15,1.23,0.54,4.57,0.12,0.12,0.05,4.04,0.19,15.71,0.20,0.22,0.33,0.02,0.21,0.29,5.09,0,3.56,0.46,1.29,0.82,0.07,2.23,1.16,0.74,0.40,5.75,0.02,0,0.27,0,3.55,0.43,0.11,0.15,0.02,0.66,0.15,0.35,1.11,0.07,3.40,0.10,3.69,9.25,0.15,0.01,0.15,0.03,0.02,0.22,1.97,
S38V,25515,3.72,146,0.24,0.37,3.48,0.02,0.11,0.17,0.54,0.03,6.48,1.41,1.27,0.22,0.14,1.83,0.62,5.52,0.27,0.28,0.02,4.80,0.25,14.16,0.36,0.13,0.47,0.01,0.31,0.29,5.47,0.00,3.91,0.25,1.05,1.21,0.03,2.57,1.15,0.51,0.43,5.99,0.02,0.08,0.42,0.04,2.55,0.31,0.19,0.14,0.06,0.98,0.13,0.42,1.49,0.11,2.62,0.13,2.81,10.69,0.25,0.01,0.19,0.01,0.00,0.17,2.76,
S39D,2306,3.66,148,0.30,0.48,3.51,0,0.69,0.26,0.61,0.09,5.64,0.82,1.00,0.43,0.04,1.78,0.52,6.29,0.48,0.17,0.09,3.43,0.04,16.26,0.13,0.09,0.39,0,0.30,0.13,5.03,0,4.03,0.13,1.39,0.74,0.04,2.25,0.95,0.61,0.22,5.03,0,0,0.13,0.04,5.07,0.22,0.13,0.09,0,0.56,0.13,0.78,1.43,0.04,1.47,0.13,2.73,10.06,0.13,0.04,0.48,0.13,0.04,0.13,2.47,
S3A9,1893,3.71,150,0.32,1.90,2.48,0,0.16,0.11,0.21,0.11,3.96,0.53,0.79,0.37,0,0.79,0.32,4.23,0.11,0.05,0,3.86,0.05,21.34,0.26,0.26,0.37,0,0.21,0.63,6.34,0,2.69,0,1.43,0.42,0.05,2.75,0.53,0.42,0.85,5.07,0,0,0.16,0,2.06,0.32,0.16,0.16,0.05,0.58,0.26,0.79,1.11,0.11,6.13,0.16,6.81,5.81,0.11,0.05,0.32,0.16,0.05,0.05,2.17,
S3AC,10536,3.73,144,0.11,0.67,3.53,0.02,0.19,0.17,0.41,0.01,6.87,1.30,1.36,0.48,0.16,1.44,0.47,5.45,0.10,0.47,0.02,3.24,0.28,14.96,0.33,0.06,0.44,0.04,0.20,0.17,4.92,0.01,4.43,0.23,0.93,0.92,0.08,3.28,0.84,0.26,0.95,5.77,0.03,0.07,0.22,0,2.50,0.47,0.05,0.16,0.07,1.18,0.18,0.48,1.07,0.07,3.45,0.09,3.39,11.33,0.35,0.01,0.17,0.03,0,0.08,2.87,
S3AV,5831,3.76,192,0.14,0.48,2.69,0,0.29,0.22,0.75,0.03,5.02,0.91,0.69,0.17,0.05,1.78,0.36,7.53,0.26,0.24,0.02,3.84,0.05,15.83,0.50,0.07,0.27,0,0.10,0.45,6.62,0,2.57,0.33,0.89,0.94,0.02,1.73,1.11,0.60,0.53,6.33,0,0.05,0.58,0.05,2.33,0.05,0.29,0.07,0.09,0.53,0.17,0.45,1.84,0.10,2.50,0.21,3.57,8.39,0.21,0.02,0.05,0.03,0,0.10,1.75,
S3C6,20945,3.61,156,0.16,0.64,3.00,0.01,0.26,0.05,0.47,0.04,5.98,0.85,0.93,0.08,0.17,1.67,0.38,5.99,0.41,0.24,0.02,3.80,0.10,14.05,0.40,0.07,0.68,0.00,0.34,0.46,6.06,0.00,3.24,0.33,0.70,0.92,0.02,2.13,1.43,0.43,1.13,5.03,0.00,0.01,0.32,0.01,2.64,0.20,0.12,0.10,0.01,1.04,0.17,0.41,1.21,0.12,4.91,0.15,5.03,8.70,0.23,0.00,0.04,0.05,0.02,0.22,1.62,
S3CK,4414,3.68,173,0.20,0.50,2.42,0.05,0.23,0.07,0.48,0.02,6.59,1.00,1.06,0.36,0.20,2.61,1.02,4.69,0.14,0.50,0.07,4.28,0.09,15.63,0.09,0.02,0.39,0.02,0.34,0.29,5.51,0,3.53,0.25,1.56,0.79,0.02,2.40,0.97,0.93,0.54,5.57,0.07,0,0.36,0.07,4.42,0.29,0.11,0.09,0.05,0.61,0.05,0.54,1.81,0.07,2.02,0.11,1.86,9.92,0.18,0,0.29,0.02,0,0.11,1.95,
S3CP,2356,3.53,156,0.42,1.27,3.65,0,0.08,0.08,0.89,0,6.45,0.64,1.06,0.64,0.17,1.53,0.13,6.79,0.21,0.13,0.04,4.20,0,13.62,0.30,0.04,0.42,0,0.08,0.38,5.86,0,3.14,0.25,1.27,1.57,0,3.01,1.06,0.47,0.64,5.56,0,0,0.51,0,5.22,0.68,0.04,0.04,0,0.93,0.17,0.13,1.87,0.08,2.42,0,2.50,11.97,0.55,0.04,0.17,0.08,0.04,0,1.91,
S3DA,12364,3.68,172,0.08,0.27,3.32,0.01,0.04,0.06,0.48,0.03,6.30,1.17,1.05,0.19,0.15,2.37,0.28,5.75,0.24,0.25,0.06,4.49,0.17,15.62,0.41,0.10,0.45,0.02,0.24,0.34,5.75,0.02,4.23,0.20,0.63,0.88,0.02,2.90,1.00,0.38,0.53,4.59,0.02,0.07,0.39,0,2.71,0.23,0.19,0.18,0.04,1.16,0.14,0.60,1.33,0.04,2.65,0.09,3.23,11.23,0.23,0.02,0.21,0.08,0,0.12,2.49,
S3GS,5622,3.70,184,0.30,0.59,3.06,0.04,0.27,0.11,0.68,0.04,5.73,0.94,1.19,0.11,0.14,2.12,0.41,5.98,0.20,0.23,0,3.54,0.14,14.46,0.30,0.11,0.62,0,0.27,0.50,5.18,0,4.06,0.27,1.12,1.19,0.05,2.40,1.39,0.57,0.52,5.02,0,0.02,0.62,0.05,3.22,0.20,0.07,0.09,0,0.78,0.18,0.34,1.46,0.12,2.56,0.18,3.95,9.09,0.14,0.02,0.11,0.04,0.04,0.16,2.15,
S3JF,26140,3.70,157,0.16,0.30,3.49,0.01,0.21,0.08,0.48,0.04,6.03,1.19,0.83,0.24,0.24,1.66,0.38,6.27,0.27,0.14,0.05,4.38,0.11,14.54,0.44,0.10,0.59,0,0.38,0.27,6.01,0.02,3.52,0.19,0.86,1.14,0.01,2.06,1.07,0.36,0.75,5.44,0.03,0.03,0.34,0.01,3.48,0.16,0.19,0.14,0.06,0.91,0.16,0.51,1.54,0.11,2.99,0.08,3.95,9.54,0.15,0.01,0.10,0.03,0.02,0.11,2.24,
S3KY,8641,3.78,167,0.22,0.44,2.78,0,0.39,0.01,0.51,0.06,5.49,1.83,1.09,0.41,0.06,1.42,0.36,4.29,0.31,0.24,0.05,3.83,0.05,12.81,0.91,0.06,0.42,0,0.35,0.46,7.09,0.01,2.44,0.27,0.95,0.59,0,2.68,0.91,0.84,0.36,5.43,0.03,0.03,0.53,0.05,5.40,0.08,0.08,0.06,0.02,0.73,0.17,0.16,2.06,0.27,3.45,0.05,2.80,10.30,0.27,0.02,0.05,0.21,0,0.22,1.82,
S3LE,34277,3.67,167,0.13,0.60,2.88,0.01,0.13,0.10,0.46,0.03,5.99,0.97,0.87,0.13,0.18,2.14,0.47,5.56,0.26,0.15,0.08,4.23,0.11,15.09,0.31,0.12,0.50,0.01,0.36,0.32,6.02,0,3.26,0.28,0.76,0.85,0.05,1.84,1.12,0.53,0.39,5.48,0.02,0.02,0.37,0.02,3.12,0.20,0.13,0.15,0.03,0.60,0.12,0.41,1.40,0.11,3.03,0.09,3.87,8.94,0.15,0.02,0.11,0.04,0.03,0.15,1.86,
S3M4,7997,3.60,150,0.10,0.29,3.28,0,0.49,0.10,0.54,0.04,5.25,1.16,1.30,0.50,0.11,1.65,0.41,6.25,0.30,0.10,0.09,4.10,0.28,12.80,0.33,0.20,0.53,0.01,0.50,0.31,5.70,0.05,2.54,0.15,0.86,0.99,0.05,2.88,1.69,0.59,0.94,5.76,0.03,0.04,0.48,0,2.76,0.30,0.23,0.13,0.05,1.34,0.16,0.53,1.43,0.01,4.85,0.15,4.85,8.70,0.23,0.01,0.24,0.04,0.05,0.08,2.24,
S3M9,9562,3.69,146,0.16,0.59,3.82,0.02,0.01,0.21,0.22,0.05,6.20,1.09,1.68,0.31,0.12,2.23,0.62,5.18,0.18,0.29,0.04,5.80,0.27,16.26,0.18,0.08,0.49,0.03,0.32,0.37,4.56,0,4.58,0.18,0.58,1.42,0.05,2.57,0.62,0.32,0.29,4.93,0.05,0.02,0.29,0,1.93,0.47,0.08,0.20,0.04,0.73,0.13,0.32,0.70,0.03,2.12,0.14,4.06,10.45,0.19,0,0.39,0.07,0,0.05,1.73,
S3MW,9298,3.64,185,0.25,0.69,2.82,0,0.22,0.09,0.39,0.03,5.70,1.02,1.05,0.38,0.14,1.53,0.27,5.01,0.24,0.17,0.04,4.45,0.13,15.19,0.27,0.10,0.48,0.04,0.32,0.30,6.24,0,2.94,0.17,0.59,1.06,0.06,2.12,1.45,0.40,1.09,5.84,0.02,0.01,0.34,0.02,1.94,0.57,0.17,0.12,0.04,1.00,0.10,0.70,1.46,0.06,5.70,0.06,5.55,7.84,0.29,0.01,0.15,0.05,0.01,0.09,2.02,
S3N4,4181,3.70,126,0.48,0.72,3.01,0,0.22,0.19,0.57,0.10,6.74,0.57,1.32,0.48,0.19,1.34,0.55,5.07,0.19,0.31,0,4.71,0.07,19.52,0.33,0.02,0.26,0.05,0.29,0.36,4.66,0.02,3.20,0.17,1.46,0.84,0.10,1.67,1.70,0.55,0.17,4.64,0.07,0.14,0.22,0.05,4.02,0.19,0.17,0.19,0.02,0.43,0.17,0.33,1.27,0.07,2.08,0.07,1.79,10.43,0.19,0.05,0.36,0.07,0,0,3.11,
S3QD,10069,3.68,151,0.08,0.41,3.40,0.01,0.13,0.06,0.39,0,5.90,1.01,1.32,0.15,0.14,1.79,0.41,5.55,0.17,0.08,0.08,4.50,0.18,16.26,0.55,0.02,0.36,0.09,0.25,0.17,4.59,0.01,2.76,0.09,0.84,0.78,0.03,2.65,0.62,0.34,0.72,5.55,0.01,0.02,0.21,0,5.07,0.30,0.33,0.22,0.01,0.75,0.13,0.42,0.85,0.04,2.93,0.06,3.68,10.87,0.27,0.02,0.64,0.09,0.04,0.11,2.45,
S3RL,3233,3.51,143,0.22,1.61,3.77,0,0.25,0.19,0.53,0.06,6.68,0.77,0.77,0.06,0.25,2.41,0.25,6.77,0.19,0.43,0.06,3.59,0.22,15.00,0.12,0.09,0.34,0,0.15,0.19,5.63,0,3.19,0.43,0.37,1.39,0.03,2.66,1.02,0.31,0.12,5.72,0.15,0,0.19,0.03,1.52,0.87,0.06,0.15,0.09,1.05,0.09,0.25,1.27,0,4.70,0.03,2.94,11.60,0.12,0.03,0.15,0.03,0.03,0,2.20,
S3RN,3612,3.66,173,0.28,0.42,3.02,0.03,0.14,0.11,0.78,0,5.62,1.08,1.08,0.55,0.25,1.44,0.14,6.09,0.75,0.33,0.03,3.57,0.06,14.31,0.28,0.03,0.55,0.08,0.19,0.28,6.04,0.03,3.32,0.19,0.72,1.14,0.06,2.82,1.27,0.66,0.42,6.01,0.11,0.06,0.33,0.03,2.91,0.36,0.19,0.11,0.08,0.86,0.19,0.33,1.88,0.06,2.46,0.06,3.71,10.22,0.17,0,0.25,0.17,0,0.06,2.88,
S3RZ,7916,3.73,151,0.24,0.76,2.63,0,0.16,0.11,0.43,0.06,6.03,1.29,1.39,0.85,0.16,1.60,0.34,5.56,0.20,0.25,0.01,4.12,0.16,15.68,0.59,0.11,0.34,0,0.38,0.29,5.10,0,3.31,0.24,1.12,0.73,0.05,3.12,0.68,0.91,0.56,4.89,0.04,0.06,0.34,0.01,2.67,0.20,0.06,0.08,0.03,0.85,0.09,0.40,2.07,0.09,2.98,0.09,3.28,9.90,0.34,0,0.10,0.06,0.03,0.05,2.61,
S3S6,3977,3.55,149,0.15,0.75,3.82,0,0.23,0.15,0.15,0,5.53,0.75,1.43,0.03,0.13,1.81,0.25,10.23,0.23,0.03,0.05,3.57,0,15.44,0.58,0.08,0.38,0.03,0.20,0.20,5.43,0,2.39,0.33,0.63,1.43,0.03,2.51,0.50,0.58,0.68,4.68,0,0,0.20,0,1.99,0.18,0.10,0.05,0.05,0.85,0.18,0.35,0.78,0.05,3.92,0.10,7.37,8.65,0.48,0,0.33,0.05,0,0.05,2.69,
S3SA,5717,3.60,157,0.14,0.38,3.01,0,0.28,0.17,0.38,0.03,6.37,0.98,0.96,0.51,0.14,1.42,0.30,5.81,0.23,0.17,0,4.23,0.19,12.94,0.16,0.17,0.38,0.02,0.28,0.33,4.53,0.02,4.13,0.17,1.08,0.91,0.02,3.08,1.19,0.37,0.30,5.37,0.03,0.03,0.35,0.02,4.08,0.24,0.17,0.09,0.05,0.94,0.12,0.58,1.71,0.09,3.39,0.03,2.59,11.77,0.63,0.02,0.17,0.07,0.02,0.09,2.73,
S3SU,4303,3.63,165,0.30,0.58,3.63,0,0.14,0.05,0.30,0.05,6.55,1.07,1.02,0.49,0.21,2.09,0.44,6.27,0.37,0.40,0.05,3.72,0.09,15.41,0.23,0.05,0.60,0,0.30,0.46,5.37,0,3.81,0.21,0.65,1.05,0.02,2.46,1.19,0.33,0.72,5.00,0.02,0.05,0.51,0,2.42,0.30,0.09,0.19,0.02,1.05,0.14,0.67,1.00,0.09,3.95,0.09,4.60,10.36,0.12,0,0.19,0.07,0,0.07,2.90,
S3TD,2844,3.67,150,0.07,0.67,2.81,0,0.32,0.14,1.13,0.04,5.56,1.34,0.74,0.25,0.04,1.58,0.18,4.82,0.14,0.18,0.11,4.92,0.11,14.06,0.25,0.04,0.21,0,0.28,0.25,5.06,0,2.39,0.04,0.63,0.95,0,4.78,1.02,0.42,0.60,5.38,0,0.07,0.21,0,6.05,0.04,0.11,0.14,0.07,1.62,0.25,0.21,0.88,0.18,3.76,0,3.83,10.41,0.28,0.07,0,0.07,0,0.14,2.64,
S3TZ,4375,3.57,136,0,0.11,4.32,0,0.02,0.11,0.32,0,6.77,0.89,1.33,0.09,0.05,1.46,0.09,5.90,0.34,0.16,0.05,4.30,0.32,15.73,0.34,0.09,0.64,0.09,0.34,0.21,5.05,0,2.90,0.18,0.39,1.14,0.07,2.47,0.66,0.43,0.85,5.37,0.05,0.05,0.21,0,7.86,0.43,0.21,0.27,0.02,0.94,0.14,0.23,1.19,0,1.74,0.05,3.20,12.21,0.16,0,1.19,0.02,0,0.02,2.33,
S3U3,14107,3.65,161,0.24,0.50,3.47,0.01,0.18,0.13,0.50,0.05,6.22,0.86,1.06,0.50,0.11,1.36,0.38,5.00,0.15,0.23,0.06,4.17,0.13,16.67,0.32,0.09,0.59,0.01,0.35,0.24,5.25,0,3.52,0.27,0.90,0.84,0.04,2.34,0.96,0.55,0.81,4.74,0.02,0.01,0.28,0.01,4.07,0.37,0.10,0.22,0.02,0.84,0.12,0.49,1.07,0.05,4.30,0.07,4.10,10.02,0.30,0.01,0.31,0.11,0.01,0.14,1.91,
S3UC,2837,3.55,138,0.11,0.42,3.00,0,0.25,0.04,0.60,0,7.12,1.13,1.16,0.04,0.14,1.83,0.53,8.92,0.11,0.14,0.04,4.72,0.04,11.03,0.18,0.04,0.25,0,0.32,0.07,4.41,0,3.07,0.07,1.76,1.09,0.04,2.61,1.16,0.70,0.49,4.55,0,0,0.46,0,3.38,0.11,0.04,0.28,0,0.70,0.21,0.70,1.16,0.14,2.57,0.18,1.66,12.55,0.28,0,0.04,0.04,0.04,0.07,2.78,
S3VM,2058,3.87,170,0.73,0.78,3.94,0.05,0.39,0.05,0.10,0.15,4.47,0.83,0.78,0.15,0.29,1.75,0.34,6.90,0.58,0.15,0,4.18,0,16.52,0.58,0.29,0.58,0,0.29,0.68,7.43,0,3.30,0.34,0.49,1.02,0,1.70,0.44,1.12,0.24,6.12,0.05,0.05,0.44,0,2.38,0.19,0,0.05,0,0.44,0.19,0.73,1.31,0,1.46,0,4.66,8.45,0.24,0.05,0.10,0.19,0,0.24,1.12,
S3XC,2396,3.76,150,0.08,0.46,2.63,0,1.42,0,0.46,0.08,2.75,1.25,0.50,0.33,0.25,0.71,0.67,4.22,0.08,0.29,0,5.18,0.08,17.07,0.13,0.21,0.42,0,0.58,0.63,7.30,0,2.63,0.42,1.63,0.83,0,2.59,0.67,0.21,0.08,5.09,0,0,0.21,0,4.01,0.38,0.04,0,0.13,0.75,0.17,0.42,1.42,0.08,2.80,0.21,6.05,5.93,0.29,0,0,0.08,0,0.04,1.84,
S3YZ,17800,3.61,167,0.17,0.54,3.33,0,0.25,0.14,0.47,0.02,5.92,0.88,1.43,0.21,0.15,2.00,0.30,6.37,0.28,0.12,0.06,3.63,0.20,15.42,0.28,0.17,0.55,0.01,0.34,0.22,5.66,0,3.16,0.15,0.83,1.06,0.03,2.76,0.75,0.48,0.49,5.08,0.02,0.03,0.30,0.02,3.70,0.40,0.24,0.12,0.02,0.97,0.15,0.54,2.10,0.07,3.33,0.12,3.42,10.81,0.28,0.01,0.20,0.05,0.01,0.06,2.07,
S432,6615,3.73,152,0.23,0.42,3.73,0.02,0.09,0.14,0.59,0.03,6.55,0.92,1.22,1.00,0.20,1.13,0.41,4.76,0.09,0.24,0.05,3.96,0.12,15.84,0.27,0.09,0.57,0.03,0.41,0.24,5.32,0,2.86,0.30,1.30,1.19,0.03,2.57,1.69,0.30,0.50,5.15,0.03,0.02,0.32,0,3.08,0.53,0.06,0.17,0.03,0.97,0.12,0.42,1.18,0.05,3.93,0.09,2.80,10.02,0.32,0.05,0.33,0.14,0.05,0.12,2.78,
S43M,10368,3.58,134,0.16,0.38,3.27,0,0.18,0.14,0.33,0,6.13,1.07,1.81,0.16,0.10,3.00,0.38,7.42,0.30,0.36,0.04,4.33,0.26,14.73,0.33,0.07,0.23,0.01,0.21,0.20,4.37,0,4.00,0.19,0.79,1.47,0.03,2.76,0.84,0.62,0.33,4.93,0.03,0.02,0.34,0.02,3.06,0.24,0.07,0.10,0.02,0.93,0.16,0.55,1.27,0.11,1.31,0.06,3.37,10.79,0.29,0,0.27,0.05,0.02,0.14,2.34,
S43S,2179,3.72,182,0.14,1.06,3.35,0,0.23,0.23,0.41,0,5.51,1.28,1.84,1.06,0.23,1.33,0.41,5.83,0.55,0.23,0,4.68,0.23,12.35,0.41,0.18,0.37,0.05,0.46,0.28,5.42,0,3.49,0.09,0.69,1.15,0.05,2.75,1.65,0.46,0.28,6.88,0.09,0,0.32,0.05,2.66,0.37,0.05,0.14,0,1.15,0,0.46,1.47,0.05,1.74,0.05,4.73,8.54,0.23,0,0.18,0,0,0,2.62,
S452,3622,3.60,165,0.08,0.44,2.95,0,0.52,0.22,0.30,0.03,5.47,0.88,1.27,0.11,0.06,2.82,0.19,7.12,0.14,0.06,0.06,3.51,0.19,12.62,0.22,0.06,0.28,0,0.22,0.44,3.70,0,2.60,0.14,0.75,1.46,0,2.29,0.75,0.66,0.97,5.55,0.03,0.03,0.41,0.03,3.40,0.11,0.22,0.17,0.03,0.69,0.22,0.36,1.49,0.11,5.44,0.03,6.05,9.00,0.47,0.06,0.22,0.06,0,0.06,2.54,
S457,13306,3.67,169,0.19,0.64,3.73,0.02,0.34,0.08,0.45,0.08,7.18,0.95,1.41,0.70,0.18,1.33,0.40,4.17,0.17,0.11,0.09,3.09,0.05,14.40,0.50,0.09,0.59,0.02,0.59,0.36,5.38,0,2.97,0.28,0.85,0.98,0.04,2.57,1.23,0.56,0.78,5.86,0.05,0.01,0.31,0.04,3.93,0.55,0.19,0.11,0.03,0.98,0.14,0.58,1.70,0.05,5.25,0.06,4.05,10.27,0.24,0.02,0.29,0.02,0.02,0.11,3.00,
S45F,3165,3.65,161,0,0.47,3.67,0,0.16,0.35,0.16,0.06,7.49,0.98,1.67,0.79,0.19,1.42,0.76,4.39,0.19,0.13,0.06,4.33,0.41,14.00,0.06,0.03,0.73,0.03,0.19,0.38,5.40,0,3.06,0.76,0.98,0.95,0.03,2.40,1.48,0.44,0.66,5.50,0.03,0.06,0.41,0,2.88,0.22,0.16,0.06,0,1.17,0.13,1.17,1.52,0.03,4.14,0.03,3.32,9.79,0.28,0,0.16,0.03,0,0.25,3.00,
